Admin2;Province_State;Country_Region;Last_Update;Lat;Long_;Confirmed;Deaths;Recovered;Active;Combined_Key;Incidence_Rate;Case-Fatality_Ratio;ID
Kings;California;US;26/07/2020 04:35;36.07409056;-119.8159973;3772;46;0;3726;Kings, California, US;2466.326664;1.219512195;CA
Kingsbury;South Dakota;US;26/07/2020 04:35;44.36956169;-97.4913945;10;0;0;10;Kingsbury, South Dakota, US;202.4701357;0;
Kinney;Texas;US;26/07/2020 04:35;29.34967888;-100.4186638;14;0;0;14;Kinney, Texas, US;381.7834742;0;
Kiowa;Kansas;US;26/07/2020 04:35;37.55848695;-99.2856537;6;0;0;6;Kiowa, Kansas, US;242.4242424;0;
Kiowa;Oklahoma;US;26/07/2020 04:35;34.91671958;-98.97720696;23;1;0;22;Kiowa, Oklahoma, US;264.1249426;4.347826087;
Kit Carson;Colorado;US;26/07/2020 04:35;39.30497777;-102.6022199;42;3;0;39;Kit Carson, Colorado, US;591.7993518;7.142857143;
Kitsap;Washington;US;26/07/2020 04:35;47.63479026;-122.6436061;494;2;0;492;Kitsap, Washington, US;181.9702143;0.4048583;
Kittitas;Washington;US;26/07/2020 04:35;47.12521214;-120.679439;314;8;0;306;Kittitas, Washington, US;655.0537186;2.547770701;
Kittson;Minnesota;US;26/07/2020 04:35;48.77754106;-96.78317184;3;0;0;3;Kittson, Minnesota, US;69.79990693;0;
Klamath;Oregon;US;26/07/2020 04:35;42.68762984;-121.6496461;177;1;0;176;Klamath, Oregon, US;259.3862657;0.564971751;
Kleberg;Texas;US;26/07/2020 04:35;27.42435506;-97.69894948;300;2;0;298;Kleberg, Texas, US;977.8357236;0.666666667;
Klickitat;Washington;US;26/07/2020 04:35;45.87325839;-120.7913598;88;3;0;85;Klickitat, Washington, US;392.419175;3.409090909;
Knott;Kentucky;US;26/07/2020 04:35;37.35388197;-82.94981134;31;0;0;31;Knott, Kentucky, US;209.3745779;0;
Knox;Illinois;US;26/07/2020 04:35;40.93148779;-90.2133034;216;1;0;215;Knox, Illinois, US;434.6163907;0.462962963;
Knox;Indiana;US;26/07/2020 04:35;38.68861576;-87.4194665;101;0;0;101;Knox, Indiana, US;276.0015303;0;
Knox;Kentucky;US;26/07/2020 04:35;36.89225732;-83.85403396;159;8;0;151;Knox, Kentucky, US;510.5153315;5.031446541;
Knox;Maine;US;26/07/2020 04:35;44.11486325;-69.10529169;25;1;0;24;Knox, Maine, US;62.85829227;4;
Knox;Missouri;US;26/07/2020 04:35;40.12699751;-92.14780832;4;0;0;4;Knox, Missouri, US;101.0356151;0;
Knox;Nebraska;US;26/07/2020 04:35;42.63758421;-97.89178836;28;0;0;28;Knox, Nebraska, US;336.0537686;0;
Knox;Ohio;US;26/07/2020 04:35;40.39830217;-82.42027563;116;2;0;114;Knox, Ohio, US;186.1300985;1.724137931;
Knox;Tennessee;US;26/07/2020 04:35;35.99508821;-83.94635435;2959;23;0;2936;Knox, Tennessee, US;629.1554773;0.777289625;
Knox;Texas;US;26/07/2020 04:35;33.60519951;-99.7422906;44;0;0;44;Knox, Texas, US;1200.873362;0;
Kodiak Island;Alaska;US;26/07/2020 04:35;57.65529415;-153.7493579;5;0;0;5;Kodiak Island, Alaska, US;38.46745653;0;
Koochiching;Minnesota;US;26/07/2020 04:35;48.24539665;-93.78352843;55;3;0;52;Koochiching, Minnesota, US;449.7505929;5.454545455;
Kootenai;Idaho;US;26/07/2020 04:35;47.67282258;-116.7020872;1246;1;0;1245;Kootenai, Idaho, US;751.9749905;0.080256822;
Kosciusko;Indiana;US;26/07/2020 04:35;41.24521668;-85.86312322;754;9;0;745;Kosciusko, Indiana, US;948.9528796;1.193633952;
Kossuth;Iowa;US;26/07/2020 04:35;43.20405458;-94.20691791;72;0;0;72;Kossuth, Iowa, US;486.0595423;0;
Kusilvak;Alaska;US;26/07/2020 04:35;62.1542916;-163.3967883;3;0;0;3;Kusilvak, Alaska, US;36.08371422;0;
La Crosse;Wisconsin;US;26/07/2020 04:35;43.90632465;-91.11451093;725;1;0;724;La Crosse, Wisconsin, US;614.3234816;0.137931034;
La Paz;Arizona;US;26/07/2020 04:35;33.72854224;-113.9810029;462;9;0;453;La Paz, Arizona, US;2188.743604;1.948051948;
La Plata;Colorado;US;26/07/2020 04:35;37.28632032;-107.8429014;185;2;0;183;La Plata, Colorado, US;329.0585368;1.081081081;
La Salle;Texas;US;26/07/2020 04:35;28.34453111;-99.09908775;351;0;0;351;La Salle, Texas, US;4667.553191;0;
LaGrange;Indiana;US;26/07/2020 04:35;41.64232188;-85.42674232;522;10;0;512;LaGrange, Indiana, US;1317.715959;1.915708812;
LaMoure;North Dakota;US;26/07/2020 04:35;46.45681054;-98.53542355;14;0;0;14;LaMoure, North Dakota, US;346.0207612;0;
LaPorte;Indiana;US;26/07/2020 04:35;41.54366008;-86.74072188;745;29;0;716;LaPorte, Indiana, US;677.9630169;3.89261745;
LaSalle;Illinois;US;26/07/2020 04:35;41.3442613;-88.88633881;409;18;0;391;LaSalle, Illinois, US;376.3722865;4.400977995;
LaSalle;Louisiana;US;26/07/2020 04:35;31.67884782;-92.15907765;183;1;0;182;LaSalle, Louisiana, US;1228.847703;0.546448087;
Labette;Kansas;US;26/07/2020 04:35;37.19113093;-95.29849679;106;0;0;106;Labette, Kansas, US;540.3201142;0;
Lac qui Parle;Minnesota;US;26/07/2020 04:35;44.9973857;-96.17488219;6;0;0;6;Lac qui Parle, Minnesota, US;90.59338668;0;
Lackawanna;Pennsylvania;US;26/07/2020 04:35;41.43564672;-75.60379201;1851;212;0;1639;Lackawanna, Pennsylvania, US;882.7990118;11.4532685;
Laclede;Missouri;US;26/07/2020 04:35;37.65896829;-92.5888493;170;1;0;169;Laclede, Missouri, US;475.8838843;0.588235294;
Lafayette;Arkansas;US;26/07/2020 04:35;33.24116713;-93.60677071;45;2;0;43;Lafayette, Arkansas, US;679.3478261;4.444444444;
Lafayette;Florida;US;26/07/2020 04:35;29.98484137;-83.18166636;82;0;0;82;Lafayette, Florida, US;973.6404654;0;
Lafayette;Louisiana;US;26/07/2020 04:35;30.2049055;-92.06959876;5519;73;0;5446;Lafayette, Louisiana, US;2258.275707;1.322703388;
Lafayette;Mississippi;US;26/07/2020 04:35;34.35687874;-89.48490961;700;4;0;696;Lafayette, Mississippi, US;1295.840352;0.571428571;
Lafayette;Missouri;US;26/07/2020 04:35;39.06986886;-93.78076396;125;2;0;123;Lafayette, Missouri, US;382.1694998;1.6;
Lafayette;Wisconsin;US;26/07/2020 04:35;42.66005229;-90.1317729;98;0;0;98;Lafayette, Wisconsin, US;588.0588059;0;
Lafourche;Louisiana;US;26/07/2020 04:35;29.52470226;-90.40976986;2237;94;0;2143;Lafourche, Louisiana, US;2291.679472;4.202056325;
Lajas;Puerto Rico;US;26/07/2020 04:35;18.011661;-67.040585;63;0;0;63;Lajas, Puerto Rico, US;244.6316934;0;
Lake;California;US;26/07/2020 04:35;39.10124298;-122.7536244;168;1;0;167;Lake, California, US;260.9262883;0.595238095;CA
Lake;Colorado;US;26/07/2020 04:35;39.20278823;-106.3555697;61;0;0;61;Lake, Colorado, US;750.5844715;0;
Lake;Florida;US;26/07/2020 04:35;28.76202069;-81.7125123;3988;38;0;3950;Lake, Florida, US;1086.299228;0.952858576;
Lake;Illinois;US;26/07/2020 04:35;42.3224907;-88.00367925;11366;439;0;10927;Lake, Illinois, US;1631.791654;3.862396622;
Lake;Indiana;US;26/07/2020 04:35;41.41874274;-87.38277575;6590;265;0;6325;Lake, Indiana, US;1357.383114;4.02124431;
Lake;Michigan;US;26/07/2020 04:35;43.99050893;-85.802173;15;0;0;15;Lake, Michigan, US;126.5502404;0;
Lake;Minnesota;US;26/07/2020 04:35;47.64270764;-91.44557998;13;0;0;13;Lake, Minnesota, US;122.1689691;0;
Lake;Montana;US;26/07/2020 04:35;47.64514965;-114.0898013;136;1;0;135;Lake, Montana, US;446.5165145;0.735294118;
Lake;Ohio;US;26/07/2020 04:35;41.69710807;-81.23676539;900;27;0;873;Lake, Ohio, US;391.0510148;3;
Lake;Oregon;US;26/07/2020 04:35;42.79246693;-120.3850163;31;0;0;31;Lake, Oregon, US;393.9509468;0;
Lake;South Dakota;US;26/07/2020 04:35;44.02193107;-97.12926365;63;2;0;61;Lake, South Dakota, US;492.3028835;3.174603175;
Lake;Tennessee;US;26/07/2020 04:35;36.3418017;-89.48921915;706;0;0;706;Lake, Tennessee, US;10062.7138;0;
Lake of the Woods;Minnesota;US;26/07/2020 04:35;48.77217001;-94.90274472;1;0;0;1;Lake of the Woods, Minnesota, US;26.73796791;0;
Lamar;Alabama;US;26/07/2020 04:35;33.77995024;-88.09668032;162;1;0;161;Lamar, Alabama, US;1173.487867;0.617283951;
Lamar;Georgia;US;26/07/2020 04:35;33.07841647;-84.14263877;192;8;0;184;Lamar, Georgia, US;1006.447555;4.166666667;
Lamar;Mississippi;US;26/07/2020 04:35;31.20572971;-89.5077704;923;10;0;913;Lamar, Mississippi, US;1457.146015;1.083423619;
Lamar;Texas;US;26/07/2020 04:35;33.66981763;-95.57404777;537;15;0;522;Lamar, Texas, US;1077.037245;2.793296089;
Lamb;Texas;US;26/07/2020 04:35;34.06859623;-102.3516289;175;7;0;168;Lamb, Texas, US;1357.325681;4;
Lamoille;Vermont;US;26/07/2020 04:35;44.60353043;-72.64356694;42;1;0;41;Lamoille, Vermont, US;165.6020819;2.380952381;
Lampasas;Texas;US;26/07/2020 04:35;31.19531316;-98.24206613;68;0;0;68;Lampasas, Texas, US;317.3417958;0;
Lancaster;Nebraska;US;26/07/2020 04:35;40.78416049;-96.68777155;2744;14;0;2730;Lancaster, Nebraska, US;859.9454699;0.510204082;
Lancaster;Pennsylvania;US;26/07/2020 04:35;40.03904563;-76.24770128;5263;401;0;4862;Lancaster, Pennsylvania, US;964.4069163;7.619228577;
Lancaster;South Carolina;US;26/07/2020 04:35;34.68270843;-80.70513032;892;20;0;872;Lancaster, South Carolina, US;910.0926417;2.242152466;
Lancaster;Virginia;US;26/07/2020 04:35;37.71889653;-76.46400482;26;0;0;26;Lancaster, Virginia, US;245.2136188;0;
Lander;Nevada;US;26/07/2020 04:35;39.9332233;-117.0397075;47;1;0;46;Lander, Nevada, US;849.6023138;2.127659574;
Lane;Kansas;US;26/07/2020 04:35;38.48119447;-100.4660754;5;0;0;5;Lane, Kansas, US;325.732899;0;
Lane;Oregon;US;26/07/2020 04:35;43.93727035;-122.847753;435;3;0;432;Lane, Oregon, US;113.8543763;0.689655172;
Langlade;Wisconsin;US;26/07/2020 04:35;45.26271619;-89.07483625;26;1;0;25;Langlade, Wisconsin, US;135.4942936;3.846153846;
Lanier;Georgia;US;26/07/2020 04:35;31.0382857;-83.06472457;192;4;0;188;Lanier, Georgia, US;1842.080015;2.083333333;
Lapeer;Michigan;US;26/07/2020 04:35;43.09052506;-83.22153148;370;32;0;338;Lapeer, Michigan, US;422.3406805;8.648648649;
Laramie;Wyoming;US;26/07/2020 04:35;41.3070252;-104.6887497;412;0;0;412;Laramie, Wyoming, US;414.0703518;0;
Lares;Puerto Rico;US;26/07/2020 04:35;18.269035;-66.867236;111;0;0;111;Lares, Puerto Rico, US;360.9403961;0;
Larimer;Colorado;US;26/07/2020 04:35;40.66671597;-105.4625784;1238;32;0;1206;Larimer, Colorado, US;346.8768475;2.584814216;
Larue;Kentucky;US;26/07/2020 04:35;37.54567114;-85.70138352;39;1;0;38;Larue, Kentucky, US;270.8709543;2.564102564;
Las Animas;Colorado;US;26/07/2020 04:35;37.3153406;-104.0376458;13;0;0;13;Las Animas, Colorado, US;89.61808907;0;
Las Marias;Puerto Rico;US;26/07/2020 04:35;18.23679;-66.98362;42;0;0;42;Las Marias, Puerto Rico, US;425.0581925;0;
Las Piedras;Puerto Rico;US;26/07/2020 04:35;18.187527;-65.869468;116;0;0;116;Las Piedras, Puerto Rico, US;299.9353588;0;
Lassen;California;US;26/07/2020 04:35;40.67311306;-120.5935099;555;0;0;555;Lassen, California, US;1815.32725;0;CA
Latah;Idaho;US;26/07/2020 04:35;46.81587887;-116.7113698;65;0;0;65;Latah, Idaho, US;162.0624314;0;
Latimer;Oklahoma;US;26/07/2020 04:35;34.87844729;-95.25215049;37;1;0;36;Latimer, Oklahoma, US;367.3185744;2.702702703;
Lauderdale;Alabama;US;26/07/2020 04:35;34.90171875;-87.65624729;884;9;0;875;Lauderdale, Alabama, US;953.3155755;1.018099548;
Lauderdale;Mississippi;US;26/07/2020 04:35;32.40419769;-88.66229662;1199;84;0;1115;Lauderdale, Mississippi, US;1617.537943;7.005838198;
Lauderdale;Tennessee;US;26/07/2020 04:35;35.75893438;-89.6301591;313;6;0;307;Lauderdale, Tennessee, US;1221.082199;1.916932907;
Laurel;Kentucky;US;26/07/2020 04:35;37.10975748;-84.11321779;317;4;0;313;Laurel, Kentucky, US;521.2701232;1.261829653;
Laurens;Georgia;US;26/07/2020 04:35;32.46325233;-82.92221316;570;1;0;569;Laurens, Georgia, US;1198.839019;0.175438596;
Laurens;South Carolina;US;26/07/2020 04:35;34.48244419;-82.00490796;1094;28;0;1066;Laurens, South Carolina, US;1620.908835;2.559414991;
Lavaca;Texas;US;26/07/2020 04:35;29.38508402;-96.93186692;545;1;0;544;Lavaca, Texas, US;2704.177831;0.183486239;
Lawrence;Alabama;US;26/07/2020 04:35;34.52041498;-87.31069453;240;0;0;240;Lawrence, Alabama, US;728.9515247;0;
Lawrence;Arkansas;US;26/07/2020 04:35;36.04188196;-91.10867198;155;9;0;146;Lawrence, Arkansas, US;944.7763014;5.806451613;
Lawrence;Illinois;US;26/07/2020 04:35;38.71987914;-87.72884035;34;0;0;34;Lawrence, Illinois, US;216.864396;0;
Lawrence;Indiana;US;26/07/2020 04:35;38.84112637;-86.48361629;293;27;0;266;Lawrence, Indiana, US;645.8011902;9.215017065;
Lawrence;Kentucky;US;26/07/2020 04:35;38.07136018;-82.72882223;25;0;0;25;Lawrence, Kentucky, US;163.2173402;0;
Lawrence;Mississippi;US;26/07/2020 04:35;31.55147224;-90.10841127;269;3;0;266;Lawrence, Mississippi, US;2137.295408;1.115241636;
Lawrence;Missouri;US;26/07/2020 04:35;37.10626634;-93.83293097;134;2;0;132;Lawrence, Missouri, US;349.3677487;1.492537313;
Lawrence;Ohio;US;26/07/2020 04:35;38.59743452;-82.53466552;175;0;0;175;Lawrence, Ohio, US;294.3006576;0;
Lawrence;Pennsylvania;US;26/07/2020 04:35;40.99206278;-80.33393706;280;11;0;269;Lawrence, Pennsylvania, US;327.4394237;3.928571429;
Lawrence;South Dakota;US;26/07/2020 04:35;44.35919441;-103.7929428;25;0;0;25;Lawrence, South Dakota, US;96.73425166;0;
Lawrence;Tennessee;US;26/07/2020 04:35;35.21675201;-87.39787695;353;6;0;347;Lawrence, Tennessee, US;799.6919034;1.699716714;
Le Flore;Oklahoma;US;26/07/2020 04:35;34.89851864;-94.70392124;120;1;0;119;Le Flore, Oklahoma, US;240.7076806;0.833333333;
Le Sueur;Minnesota;US;26/07/2020 04:35;44.37136597;-93.72844721;174;1;0;173;Le Sueur, Minnesota, US;602.3470765;0.574712644;
Lea;New Mexico;US;26/07/2020 04:35;32.79215361;-103.4123733;506;2;0;504;Lea, New Mexico, US;711.97411;0.395256917;
Leake;Mississippi;US;26/07/2020 04:35;32.7536828;-89.52402044;723;24;0;699;Leake, Mississippi, US;3173.000966;3.319502075;
Leavenworth;Kansas;US;26/07/2020 04:35;39.20183497;-95.03620809;1337;7;0;1330;Leavenworth, Kansas, US;1635.313975;0.523560209;
Lebanon;Pennsylvania;US;26/07/2020 04:35;40.36680311;-76.45651841;1541;54;0;1487;Lebanon, Pennsylvania, US;1086.79554;3.50421804;
Lee;Alabama;US;26/07/2020 04:35;32.60154883;-85.35132246;2220;40;0;2180;Lee, Alabama, US;1349.199596;1.801801802;
Lee;Arkansas;US;26/07/2020 04:35;34.78498904;-90.78383866;871;6;0;865;Lee, Arkansas, US;9834.029581;0.688863375;
Lee;Florida;US;26/07/2020 04:35;26.58410348;-81.88399313;14292;258;0;14034;Lee, Florida, US;1854.714065;1.805205709;
Lee;Georgia;US;26/07/2020 04:35;31.7793306;-84.14324253;480;22;0;458;Lee, Georgia, US;1600.42678;4.583333333;
Lee;Illinois;US;26/07/2020 04:35;41.74583951;-89.29977132;125;2;0;123;Lee, Illinois, US;366.6119193;1.6;
Lee;Iowa;US;26/07/2020 04:35;40.64181461;-91.48183025;72;2;0;70;Lee, Iowa, US;213.9228095;2.777777778;
Lee;Kentucky;US;26/07/2020 04:35;37.59645942;-83.71513901;3;0;0;3;Lee, Kentucky, US;40.52411185;0;
Lee;Mississippi;US;26/07/2020 04:35;34.2918775;-88.68149954;968;26;0;942;Lee, Mississippi, US;1133.011845;2.685950413;
Lee;North Carolina;US;26/07/2020 04:35;35.47623147;-79.17569362;1055;9;0;1046;Lee, North Carolina, US;1707.700028;0.853080569;
Lee;South Carolina;US;26/07/2020 04:35;34.16393091;-80.25690731;427;25;0;402;Lee, South Carolina, US;2537.437604;5.854800937;
Lee;Texas;US;26/07/2020 04:35;30.31120597;-96.97045773;143;3;0;140;Lee, Texas, US;829.514473;2.097902098;
Lee;Virginia;US;26/07/2020 04:35;36.70586667;-83.12606515;66;0;0;66;Lee, Virginia, US;281.7743244;0;
Leelanau;Michigan;US;26/07/2020 04:35;44.94430054;-85.80150326;59;0;0;59;Leelanau, Michigan, US;271.127246;0;
Leflore;Mississippi;US;26/07/2020 04:35;33.55545125;-90.29900733;719;57;0;662;Leflore, Mississippi, US;2551.183337;7.92767733;
Lehigh;Pennsylvania;US;26/07/2020 04:35;40.6154815;-75.59435245;4667;334;0;4333;Lehigh, Pennsylvania, US;1263.680622;7.156631669;
Lemhi;Idaho;US;26/07/2020 04:35;44.9438088;-113.9309747;8;0;0;8;Lemhi, Idaho, US;99.66363523;0;
Lenawee;Michigan;US;26/07/2020 04:35;41.89475156;-84.06603727;349;11;0;338;Lenawee, Michigan, US;354.4910666;3.151862464;
Lenoir;North Carolina;US;26/07/2020 04:35;35.2403259;-77.64245615;479;11;0;468;Lenoir, North Carolina, US;856.1368389;2.296450939;
Leon;Florida;US;26/07/2020 04:35;30.45955727;-84.27491114;3656;13;0;3643;Leon, Florida, US;1245.307955;0.355579869;
Leon;Texas;US;26/07/2020 04:35;31.29872538;-95.9936328;128;1;0;127;Leon, Texas, US;735.4631119;0.78125;
Leslie;Kentucky;US;26/07/2020 04:35;37.09246661;-83.37999606;20;0;0;20;Leslie, Kentucky, US;202.4906348;0;
Letcher;Kentucky;US;26/07/2020 04:35;37.12306748;-82.85346474;34;0;0;34;Letcher, Kentucky, US;157.7506612;0;
Levy;Florida;US;26/07/2020 04:35;29.31829741;-82.74007147;449;2;0;447;Levy, Florida, US;1081.849505;0.445434298;
Lewis;Kentucky;US;26/07/2020 04:35;38.53184419;-83.37735618;29;0;0;29;Lewis, Kentucky, US;218.4557439;0;
Lewis;Missouri;US;26/07/2020 04:35;40.09673161;-91.72070156;20;1;0;19;Lewis, Missouri, US;204.5826514;5;
Lewis;New York;US;26/07/2020 04:35;43.7844157;-75.44903992;34;0;0;34;Lewis, New York, US;129.2972315;0;
Lewis;Tennessee;US;26/07/2020 04:35;35.52853208;-87.49022694;29;1;0;28;Lewis, Tennessee, US;236.3873492;3.448275862;
Lewis;Washington;US;26/07/2020 04:35;46.57756476;-122.3925769;145;3;0;142;Lewis, Washington, US;179.662235;2.068965517;
Lewis;West Virginia;US;26/07/2020 04:35;38.9947249;-80.49988181;25;2;0;23;Lewis, West Virginia, US;157.1635129;8;
Lewis and Clark;Montana;US;26/07/2020 04:35;47.12610041;-112.394698;101;1;0;100;Lewis and Clark, Montana, US;145.4660675;0.99009901;
Lexington;South Carolina;US;26/07/2020 04:35;33.89665987;-81.27146426;4154;85;0;4069;Lexington, South Carolina, US;1390.460251;2.04622051;
Lexington;Virginia;US;26/07/2020 04:35;37.78258621;-79.44262866;28;0;0;28;Lexington, Virginia, US;376.0408273;0;
Liberty;Florida;US;26/07/2020 04:35;30.23766008;-84.8829258;332;2;0;330;Liberty, Florida, US;3974.144123;0.602409639;
Liberty;Georgia;US;26/07/2020 04:35;31.82588896;-81.49251135;475;2;0;473;Liberty, Georgia, US;773.1749003;0.421052632;
Liberty;Montana;US;26/07/2020 04:35;48.56084317;-111.024307;1;0;0;1;Liberty, Montana, US;42.78990158;0;
Liberty;Texas;US;26/07/2020 04:35;30.15152688;-94.81205615;733;3;0;730;Liberty, Texas, US;830.8867704;0.409276944;
Licking;Ohio;US;26/07/2020 04:35;40.09136236;-82.48185785;910;24;0;886;Licking, Ohio, US;514.5254492;2.637362637;
Limestone;Alabama;US;26/07/2020 04:35;34.81185586;-86.98310072;1001;9;0;992;Limestone, Alabama, US;1011.979983;0.899100899;
Limestone;Texas;US;26/07/2020 04:35;31.5454767;-96.58095444;144;2;0;142;Limestone, Texas, US;614.4131075;1.388888889;
Lincoln;Arkansas;US;26/07/2020 04:35;33.95317155;-91.74002806;1143;11;0;1132;Lincoln, Arkansas, US;8776.105651;0.962379703;
Lincoln;Colorado;US;26/07/2020 04:35;38.98749519;-103.5136649;6;0;0;6;Lincoln, Colorado, US;105.2446939;0;
Lincoln;Georgia;US;26/07/2020 04:35;33.79201475;-82.45024131;101;3;0;98;Lincoln, Georgia, US;1275.091529;2.97029703;
Lincoln;Idaho;US;26/07/2020 04:35;43.0012336;-114.1358773;47;0;0;47;Lincoln, Idaho, US;875.8852031;0;
Lincoln;Kansas;US;26/07/2020 04:35;39.04549684;-98.20756994;6;0;0;6;Lincoln, Kansas, US;202.5658339;0;
Lincoln;Kentucky;US;26/07/2020 04:35;37.45475628;-84.6565327;82;1;0;81;Lincoln, Kentucky, US;334.0258259;1.219512195;
Lincoln;Louisiana;US;26/07/2020 04:35;32.6003154;-92.6659741;610;22;0;588;Lincoln, Louisiana, US;1305.036156;3.606557377;
Lincoln;Maine;US;26/07/2020 04:35;44.05996956;-69.54227124;33;0;0;33;Lincoln, Maine, US;95.28209274;0;
Lincoln;Minnesota;US;26/07/2020 04:35;44.41311883;-96.26688165;51;0;0;51;Lincoln, Minnesota, US;904.4156765;0;
Lincoln;Mississippi;US;26/07/2020 04:35;31.53288662;-90.45391915;661;38;0;623;Lincoln, Mississippi, US;1935.40831;5.748865356;
Lincoln;Missouri;US;26/07/2020 04:35;39.05345619;-90.95588181;212;1;0;211;Lincoln, Missouri, US;359.2428787;0.471698113;
Lincoln;Montana;US;26/07/2020 04:35;48.54265777;-115.4046155;53;1;0;52;Lincoln, Montana, US;265.2652653;1.886792453;
Lincoln;Nebraska;US;26/07/2020 04:35;41.04658298;-100.7475374;77;2;0;75;Lincoln, Nebraska, US;220.541903;2.597402597;
Lincoln;Nevada;US;26/07/2020 04:35;37.64268459;-114.8790388;3;0;0;3;Lincoln, Nevada, US;57.88153579;0;
Lincoln;New Mexico;US;26/07/2020 04:35;33.74526079;-105.4586166;68;1;0;67;Lincoln, New Mexico, US;347.4351114;1.470588235;
Lincoln;North Carolina;US;26/07/2020 04:35;35.48508185;-81.21740317;633;2;0;631;Lincoln, North Carolina, US;735.0977227;0.315955766;
Lincoln;Oklahoma;US;26/07/2020 04:35;35.70270942;-96.8812462;74;2;0;72;Lincoln, Oklahoma, US;212.1742122;2.702702703;
Lincoln;Oregon;US;26/07/2020 04:35;44.64252874;-123.869912;377;8;0;369;Lincoln, Oregon, US;754.5734758;2.122015915;
Lincoln;South Dakota;US;26/07/2020 04:35;43.27841182;-96.7203905;467;1;0;466;Lincoln, South Dakota, US;763.9706845;0.214132762;
Lincoln;Tennessee;US;26/07/2020 04:35;35.13738622;-86.58910106;181;1;0;180;Lincoln, Tennessee, US;526.6833498;0.552486188;
Lincoln;Washington;US;26/07/2020 04:35;47.57705241;-118.4194388;10;0;0;10;Lincoln, Washington, US;91.41603437;0;
Lincoln;West Virginia;US;26/07/2020 04:35;38.172154;-82.07017953;46;0;0;46;Lincoln, West Virginia, US;225.390759;0;
Lincoln;Wisconsin;US;26/07/2020 04:35;45.33737523;-89.73411273;52;0;0;52;Lincoln, Wisconsin, US;188.4535933;0;
Lincoln;Wyoming;US;26/07/2020 04:35;42.26376367;-110.6563997;85;0;0;85;Lincoln, Wyoming, US;428.6434695;0;
Linn;Iowa;US;26/07/2020 04:35;42.07923082;-91.59809485;1800;87;0;1713;Linn, Iowa, US;793.9798682;4.833333333;
Linn;Kansas;US;26/07/2020 04:35;38.21267844;-94.84254089;26;0;0;26;Linn, Kansas, US;267.9583634;0;
Linn;Missouri;US;26/07/2020 04:35;39.87001769;-93.10704106;28;1;0;27;Linn, Missouri, US;234.8993289;3.571428571;
Linn;Oregon;US;26/07/2020 04:35;44.48899494;-122.5373154;215;10;0;205;Linn, Oregon, US;165.7045526;4.651162791;
Lipscomb;Texas;US;26/07/2020 04:35;36.27783108;-100.2733151;15;0;0;15;Lipscomb, Texas, US;463.9653573;0;
Litchfield;Connecticut;US;26/07/2020 04:35;41.7937534;-73.2451475;1560;138;0;1422;Litchfield, Connecticut, US;865.066294;8.846153846;
Little River;Arkansas;US;26/07/2020 04:35;33.70375665;-94.23468591;78;1;0;77;Little River, Arkansas, US;636.2672322;1.282051282;
Live Oak;Texas;US;26/07/2020 04:35;28.35101362;-98.1246786;115;1;0;114;Live Oak, Texas, US;942.0824117;0.869565217;
Livingston;Illinois;US;26/07/2020 04:35;40.89188292;-88.55784752;69;2;0;67;Livingston, Illinois, US;193.559246;2.898550725;
Livingston;Kentucky;US;26/07/2020 04:35;37.21137452;-88.34797529;32;0;0;32;Livingston, Kentucky, US;348.0530781;0;
Livingston;Louisiana;US;26/07/2020 04:35;30.44143993;-90.73061664;2212;47;0;2165;Livingston, Louisiana, US;1571.145473;2.12477396;
Livingston;Michigan;US;26/07/2020 04:35;42.60302282;-83.91297209;701;28;0;673;Livingston, Michigan, US;365.1136748;3.994293866;
Livingston;Missouri;US;26/07/2020 04:35;39.78110272;-93.54645978;37;0;0;37;Livingston, Missouri, US;242.9894267;0;
Livingston;New York;US;26/07/2020 04:35;42.72596275;-77.77966158;162;8;0;154;Livingston, New York, US;257.4943574;4.938271605;
Llano;Texas;US;26/07/2020 04:35;30.70645047;-98.68475262;81;0;0;81;Llano, Texas, US;371.6448727;0;
Logan;Arkansas;US;26/07/2020 04:35;35.21413234;-93.71951016;120;0;0;120;Logan, Arkansas, US;559.0235722;0;
Logan;Colorado;US;26/07/2020 04:35;40.7249637;-103.110817;645;5;0;640;Logan, Colorado, US;2878.307823;0.775193798;
Logan;Illinois;US;26/07/2020 04:35;40.12581572;-89.36638784;65;0;0;65;Logan, Illinois, US;227.1297785;0;
Logan;Kansas;US;26/07/2020 04:35;38.91735806;-101.148475;2;0;0;2;Logan, Kansas, US;71.58196135;0;
Logan;Kentucky;US;26/07/2020 04:35;36.85949479;-86.877635;288;19;0;269;Logan, Kentucky, US;1062.652203;6.597222222;
Logan;Nebraska;US;26/07/2020 04:35;41.56650314;-100.4817851;0;0;0;0;Logan, Nebraska, US;0;;
Logan;North Dakota;US;26/07/2020 04:35;46.45729487;-99.47719806;1;0;0;1;Logan, North Dakota, US;54.05405405;0;
Logan;Ohio;US;26/07/2020 04:35;40.38996525;-83.76784341;100;1;0;99;Logan, Ohio, US;218.9525311;1;
Logan;Oklahoma;US;26/07/2020 04:35;35.91899576;-97.44352845;143;1;0;142;Logan, Oklahoma, US;297.8484097;0.699300699;
Logan;West Virginia;US;26/07/2020 04:35;37.8299889;-81.93528571;72;1;0;71;Logan, West Virginia, US;224.8664855;1.388888889;
Loiza;Puerto Rico;US;26/07/2020 04:35;18.425688;-65.89943;69;0;0;69;Loiza, Puerto Rico, US;229.5409182;0;
